control_id,standard,statement_verbatim,source_pdf,rev3_equivalent_id,rev3_statement_verbatim,lliam_owner,evidence_artifact,cross_mappings,current_state,notes
ISO42001_Clause_4,ISO/IEC 42001:2023,"
  4 Context of the organization

  4.1 Understanding the organization and its context
  The organization shall determine external and internal issues that are relevant to its purpose and that
  affect its ability to achieve the intended result(s) of its AI management system.
  The organization shall determine whether climate change is a relevant issue.
  The organization shall consider the intended purpose of the AI systems that are developed, provided or
  used by the organization. The organization shall determine its roles with respect to these AI systems.
  NOTE 1      To understand the organization and its context, it can be helpful for the organization to determine its
  role relative to the AI system. These roles can include, but are not limited to, one or more of the following:

  —     AI providers, including AI platform providers, AI product or service providers;

  —     AI producers, including AI developers, AI designers, AI operators, AI testers and evaluators, AI deployers, AI
  human factor professionals, domain experts, AI impact assessors, procurers, AI governance and oversight
  professionals;

  —     AI customers, including AI users;

  —     AI partners, including AI system integrators and data providers;

  —     AI subjects, including data subjects and other subjects;

  —     relevant authorities, including policymakers and regulators.

  A detailed description of these roles is provided by ISO/IEC 22989. Furthermore, the types of roles and their
  relationship to the AI system life cycle are also described in the NIST AI risk management framework.[29] The
  organization’s roles can determine the applicability and extent of applicability of the requirements and controls
  in this document.

  NOTE 2     External and internal issues to be addressed under this clause can vary according to the organization’s
  roles and jurisdiction and their impact on its ability to achieve the intended outcome(s) of its AI management
  system. These can include, but are not limited to:

  a)    external context related considerations such as:

  1)    applicable legal requirements, including prohibited uses of AI;

  2)    policies, guidelines and decisions from regulators that have an impact on the interpretation or
  enforcement of legal requirements in the development and use of AI systems;

  1) Under preparation. Stage at the time of publication ISO/IEC DIS 5259-1:2023.

  © ISO/IEC 2023 – All rights reserved                                       ﻿                                                                           5
  ﻿

ISO/IEC 42001:2023(E)

  3)     incentives or consequences associated with the intended purpose and the use of AI systems;

  4)     culture, traditions, values, norms and ethics with respect to development and use of AI;

  5)     competitive landscape and trends for new products and services using AI systems;

b)     internal context related considerations such as:

  1)     organizational context, governance, objectives (see 6.2), policies and procedures;

  2)     contractual obligations;

  3)     intended purpose of the AI system to be developed or used.

NOTE 3     Role determination can be formed by obligations related to categories of data the organization
processes (e.g. personally identifiable information (PII) processor or PII controller when processing PII). See
ISO/IEC 29100 for PII and related roles. Roles can also be informed by legal requirements specific to AI systems.

4.2 Understanding the needs and expectations of interested parties
The organization shall determine:
— the interested parties that are relevant to the AI management system;
— the relevant requirements of these interested parties;
— which of these requirements will be addressed through the AI management system.
NOTE Relevant interested parties can have requirements related to climate change.

4.3 Determining the scope of the AI management system
The organization shall determine the boundaries and applicability of the AI management system to
establish its scope.
When determining this scope, the organization shall consider:
— the external and internal issues referred to in 4.1;
— the requirements referred to in 4.2.
The scope shall be available as documented information.
The scope of the AI management system shall determine the organization’s activities with respect to
this document’s requirements on the AI management system, leadership, planning, support, operation,
performance, evaluation, improvement, controls and objectives.

4.4 AI management system
The organization shall establish, implement, maintain, continually improve and document an AI
management system, including the processes needed and their interactions, in accordance with the
requirements of this document.

6            ﻿ © ISO/IEC 2023 – All rights reserved
  ﻿

  ISO/IEC 42001:2023(E)",ISO_42001-2023.pdf,,,AIMS scope (Katmai-owned),docs/governance/aims-scope.md,—,not_implemented,"Body clause, not Annex A"
ISO42001_Clause_6,ISO/IEC 42001:2023,"
6 Planning

6.1 Actions to address risks and opportunities

6.1.1        General

When planning for the AI management system, the organization shall consider the issues referred to in
4.1 and the requirements referred to in 4.2 and determine the risks and opportunities that need to be
addressed to:
— give assurance that the AI management system can achieve its intended result(s);
— prevent or reduce undesired effects;
— achieve continual improvement.
The organization shall establish and maintain AI risk criteria that support:
— distinguishing acceptable from non-acceptable risks;
— performing AI risk assessments;
— conducting AI risk treatment;
— assessing AI risk impacts.
NOTE 1      Considerations to determine the amount and type of risk that an organization is willing to pursue or
retain are provided in ISO/IEC 38507 and ISO/IEC 23894.

The organization shall determine the risks and opportunities according to:
— the domain and application context of an AI system;
— the intended use;
— the external and internal context described in 4.1.
NOTE 2    More than one AI system can be considered in the scope of the AI management system. In this case the
determination of opportunities and uses is performed for each AI system or groupings of AI systems.

The organization shall plan:
a)     actions to address these risks and opportunities;
b) how to:
  1) integrate and implement the actions into its AI management system processes;
  2) evaluate the effectiveness of these actions.

8            ﻿ © ISO/IEC 2023 – All rights reserved
  ﻿

  ISO/IEC 42001:2023(E)

  The organization shall retain documented information on actions taken to identify and address AI risks
  and AI opportunities.
  NOTE 3     Guidance on how to implement risk management for organizations developing, providing or using AI
  products, systems and services is provided in ISO/IEC 23894.

  NOTE 4  The context of the organization and its activities can have an impact on the organization’s risk
  management activities.

  NOTE 5      The way of defining risk and therefore of envisioning risk management can vary across sectors and
  industries. The definition of risk in 3.7 allows a broad vision of risk adaptable to any sector, such as the sectors
  mentioned in Annex D. In any case, it is the role of the organization, as part of risk assessment, to first adopt a
  vision of risk adapted to its context. This can include approaching risk through definitions used in sectors where
  the AI system is developed for and used, such as the definition from ISO/IEC Guide 51.

  6.1.2      AI risk assessment

  The organization shall define and establish an AI risk assessment process that:
  a)    is informed by and aligned with the AI policy (see 5.2) and AI objectives (see 6.2);
  NOTE      When assessing the consequences as part of 6.1.2 d) 1), the organization can utilize an AI system
  impact assessment as indicated in 6.1.4.

  b) is designed such that repeated AI risk assessments can produce consistent, valid and comparable
  results;
  c)    identifies risks that aid or prevent achieving its AI objectives;
  d) analyses the AI risks to:
  1) assess the potential consequences to the organization, individuals and societies that would
  result if the identified risks were to materialize;
  2) assess, where applicable, the realistic likelihood of the identified risks;
  3) determine the levels of risk;
  e)    evaluates the AI risks to:
  1) compare the results of the risk analysis with the risk criteria (see 6.1.1);
  2) prioritize the assessed risks for risk treatment.
  The organization shall retain documented information about the AI risk assessment process.

  6.1.3      AI risk treatment

  Taking the risk assessment results into account, the organization shall define an AI risk treatment
  process to:
  a)    select appropriate AI risk treatment options;
  b) determine all controls that are necessary to implement the AI risk treatment options chosen and
  compare the controls with those in Annex A to verify that no necessary controls have been omitted;
  NOTE 1      Annex A provides reference controls for meeting organizational objectives and addressing risks
  related to the design and use of AI systems.

  c)    consider the controls from Annex A that are relevant for the implementation of the AI risk treatment
  options;
  d) identify if additional controls are necessary beyond those in Annex A in order to implement all risk
  treatment options;

  © ISO/IEC 2023 – All rights reserved                                       ﻿                                                                           9
  ﻿

ISO/IEC 42001:2023(E)

e)   consider the guidance in Annex B for the implementation of controls determined in b) and c);
  NOTE 2     Control objectives are implicitly included in the controls chosen. The organization can select an
  appropriate set of control objectives and controls from Annex A. The Annex A controls are not exhaustive
  and additional control objectives and controls can be needed. If different or additional controls are necessary
  beyond those in Annex A, the organization can design such controls or take them from existing sources. AI
  risk management can be integrated in other management systems, if applicable.

f)   produce a statement of applicability that contains the necessary controls [see b), c) and d)] and
  provide justification for inclusion and exclusion of controls. Justification for exclusion can include
  where the controls are not deemed necessary by the risk assessment and where they are not
  required by (or are subject to exceptions under) applicable external requirements.
  NOTE 3      The organization can provide documented justifications for excluding any control objectives in
  general or for specific AI systems, whether those listed in Annex A or established by the organization itself.

g) formulate an AI risk treatment plan.
The organization shall obtain approval from the designated management for the AI risk treatment plan
and for acceptance of the residual AI risks. The necessary controls shall be:
— aligned to the objectives in 6.2;
— available as documented information;
— communicated within the organization;
— available to interested parties, as appropriate.
The organization shall retain documented information about the AI risk treatment process.

6.1.4     AI system impact assessment

The organization shall define a process for assessing the potential consequences for individuals or
groups of individuals, or both, and societies that can result from the development, provision or use of AI
systems.
The AI system impact assessment shall determine the potential consequences an AI system’s
deployment, intended use and foreseeable misuse has on individuals or groups of individuals, or both,
and societies.
The AI system impact assessment shall take into account the specific technical and societal context
where the AI system is deployed and applicable jurisdictions.
The result of the AI system impact assessment shall be documented. Where appropriate, the result of
the system impact assessment can be made available to relevant interested parties as defined by the
organization.
The organization shall consider the results of the AI system impact assessment in the risk assessment
(see 6.1.2). A.5 in Table A.1 provides controls for assessing impacts of AI systems.
NOTE        In some contexts (such as safety or privacy critical AI systems), the organization can require that
discipline-specific AI system impact assessments (e.g. safety, privacy or security impact) be performed as part of
the overall risk management activities of an organization.

6.2 AI objectives and planning to achieve them
The organization shall establish AI objectives at relevant functions and levels.
The AI objectives shall:
a)   be consistent with the AI policy (see 5.2);

10        ﻿ © ISO/IEC 2023 – All rights reserved
  ﻿

  ISO/IEC 42001:2023(E)

  b) be measurable (if practicable);
  c)    take into account applicable requirements;
  d) be monitored;
  e)    be communicated;
  f)    be updated as appropriate;
  g) be available as documented information.
  When planning how to achieve its AI objectives, the organization shall determine:
  — what will be done;
  — what resources will be required;
  — who will be responsible;
  — when it will be completed;
  — how the results will be evaluated.
  NOTE        A non-exclusive list of AI objectives relating to risk management is provided in Annex C. Control
  objectives and controls for identifying objectives for responsible development and use of AI systems and
  measures to achieve them are provided in A.6.1 and A.9.3 in Table A.1. Implementation guidance for these
  controls is provided in B.6.1 and B.9.3.

  6.3 Planning of changes
  When the organization determines the need for changes to the AI management system, the changes
  shall be carried out in a planned manner.",ISO_42001-2023.pdf,,,Hardening overlay design,docs/governance/control-matrix.md,ISO 27001 Clause 6,not_implemented,Body clause
ISO42001_Clause_7.5,ISO/IEC 42001:2023,"
7.5 Documented information

7.5.1     General

The organization’s AI management system shall include:
a)   documented information required by this document;
b) documented information determined by the organization as being necessary for the effectiveness
  of the AI management system.
NOTE       The extent of documented information for an AI management system can differ from one organization
to another due to:

—    the size of organization and its type of activities, processes, products and services;

—    the complexity of processes and their interactions;

—    the competence of persons.

7.5.2     Creating and updating documented information

When creating and updating documented information, the organization shall ensure appropriate:
— identification and description (e.g. a title, date, author or reference number);
— format (e.g. language, software version, graphics) and media (e.g. paper, electronic);
— review and approval for suitability and adequacy.

12        ﻿ © ISO/IEC 2023 – All rights reserved
  ﻿

  ISO/IEC 42001:2023(E)

  7.5.3      Control of documented information

  Documented information required by the AI management system and by this document shall be
  controlled to ensure:
  a)    it is available and suitable for use, where and when it is needed;
  b) it is adequately protected (e.g. from loss of confidentiality, improper use or loss of integrity).
  For the control of documented information, the organization shall address the following activities, as
  applicable:
  — distribution, access, retrieval and use;
  — storage and preservation, including preservation of legibility;
  — control of changes (e.g. version control);
  — retention and disposition.
  Documented information of external origin determined by the organization to be necessary for the
  planning and operation of the AI management system shall be identified as appropriate and controlled.
  NOTE      Access can imply a decision regarding the permission to view the documented information only, or
  the permission and authority to view and change the documented information.",ISO_42001-2023.pdf,,,lliam_gov/security/audit_logger.py + this matrix + NOTICE,evidence/* tree,ISO 27001 Clause 7.5,implemented,Body clause | 2026-06-16: documented information authored in docs/governance/aims/aims-documented-information.md.
ISO42001_Clause_8,ISO/IEC 42001:2023,"
  8 Operation

  8.1 Operational planning and control
  The organization shall plan, implement and control the processes needed to meet requirements, and to
  implement the actions determined in Clause 6, by:
  — establishing criteria for the processes;
  — implementing control of the processes in accordance with the criteria.
  The organization shall implement the controls determined according to 6.1.3 that are related to the
  operation of the AI management system (e.g. AI system development and usage life cycle related
  controls).
  The effectiveness of these controls shall be monitored and corrective actions shall be considered
  if the intended results are not achieved. Annex A lists reference controls and Annex B provides
  implementation guidance for them.
  Documented information shall be available to the extent necessary to have confidence that the
  processes have been carried out as planned.
  The organization shall control planned changes and review the consequences of unintended changes,
  taking action to mitigate any adverse effects, as necessary.
  The organization shall ensure that externally provided processes, products or services that are relevant
  to the AI management system are controlled.

  8.2 AI risk assessment
  The organization shall perform AI risk assessments in accordance with 6.1.2 at planned intervals or
  when significant changes are proposed or occur.
  The organization shall retain documented information of the results of all AI risk assessments.

  © ISO/IEC 2023 – All rights reserved                                       ﻿                                                                      13
  ﻿

ISO/IEC 42001:2023(E)

8.3 AI risk treatment
The organization shall implement the AI risk treatment plan according to 6.1.3 and verify its
effectiveness.
When risk assessments identify new risks that require treatment, a risk treatment process in
accordance with 6.1.3 shall be performed for these risks.
When risk treatment options as defined by the risk treatment plan are not effective, these treatment
options shall be reviewed and revalidated following the risk treatment process according to 6.1.3 and
the risk treatment plan shall be updated.
The organization shall retain documented information of the results of all AI risk treatments.

8.4 AI system impact assessment
The organization shall perform AI system impact assessments according to 6.1.4 at planned intervals
or when significant changes are proposed to occur.
The organization shall retain documented information of the results of all AI system impact
assessments.",ISO_42001-2023.pdf,,,Hardening overlay live operation,evidence/audit/*,ISO 27001 Clause 8,not_implemented,Body clause
ISO42001_Clause_9.1,ISO/IEC 42001:2023,"
9.1 Monitoring, measurement, analysis and evaluation
The organization shall determine:
— what needs to be monitored and measured;
— the methods for monitoring, measurement, analysis and evaluation, as applicable, to ensure valid
  results;
— when the monitoring and measuring shall be performed;
— when the results from monitoring and measurement shall be analysed and evaluated.
Documented information shall be available as evidence of the results.
The organization shall evaluate the performance and the effectiveness of the AI management system.",ISO_42001-2023.pdf,,,evidence/sbom/ + hermes_cli/security_advisories.py + audit log review,evidence/audit/sca-review-*.md,ISO 27001 Clause 9.1,not_implemented,Body clause
ISO42001_Clause_10,ISO/IEC 42001:2023,"
  10 Improvement

  10.1 Continual improvement
  The organization shall continually improve the suitability, adequacy and effectiveness of the AI
  management system.

  © ISO/IEC 2023 – All rights reserved                                       ﻿                                                                      15
  ﻿

ISO/IEC 42001:2023(E)

10.2 Nonconformity and corrective action
When a nonconformity occurs, the organization shall:
a)   react to the nonconformity and as applicable:
  1) take action to control and correct it;
  2) deal with the consequences;
b) evaluate the need for action to eliminate the cause(s) of the nonconformity, so that it does not recur
  or occur elsewhere, by:
  1) reviewing the nonconformity;
  2) determining the causes of the nonconformity;
  3) determining if similar nonconformities exist or can potentially occur;
c)   implement any action needed;
d) review the effectiveness of any corrective action taken;
e)   make changes to the AI management system, if necessary.
Corrective actions shall be appropriate to the effects of the nonconformities encountered.
Documented information shall be available as evidence of:
— the nature of the nonconformities and any subsequent actions taken;
— the results of any corrective action.

16        ﻿ © ISO/IEC 2023 – All rights reserved
  ﻿

  ISO/IEC 42001:2023(E)",ISO_42001-2023.pdf,,,Quarterly improvement cycle,docs/governance/improvement-log.md,ISO 27001 Clause 10,not_implemented,Body clause
ISO27001_A.5.7,ISO/IEC 27001:2022,"5.7       Threat intelligence                 Control
  Information relating to information security threats shall be collected
  and analysed to produce threat intelligence.",ISO 27001-2022.pdf,,,evidence/sbom/ + hermes_cli/security_advisories.py,evidence/audit/sca-review-*.md,SP 800-171 §3.14.3,evidence_captured, | 2026-06-16: SBOM (cyclonedx-2026-06-16.json) + pip-audit (pip-audit-2026-06-16.json) + dependency-review-2026-06-16.md capture the vuln-management process on the rebuilt tree.
ISO27001_A.5.20,ISO/IEC 27001:2022,"5.20   Addressing information security Control
  within supplier agreements
  Relevant information security requirements shall be established and
  agreed with each supplier based on the type of supplier relationship.",ISO 27001-2022.pdf,,,evidence/sbom/ + hermes_cli/security_advisories.py + NOTICE (Hermes is primary supplier),NOTICE + evidence/sbom/cyclonedx-*.json,—,tested, | 2026-06-16: SBOM (cyclonedx-2026-06-16.json) + pip-audit (pip-audit-2026-06-16.json) + dependency-review-2026-06-16.md capture the vuln-management process on the rebuilt tree.
ISO27001_A.5.21,ISO/IEC 27001:2022,"5.21   Managing information security Control
  in the information and commu-
  Processes and procedures shall be defined and implemented to manage
  nication technology (ICT) supply
  the information security risks associated with the ICT products and
  chain
  services supply chain.",ISO 27001-2022.pdf,,,evidence/sbom/ + hermes_cli/security_advisories.py + quarterly Hermes review,evidence/audit/sca-review-*.md + evidence/audit/upstream-cherrypicks-*.md,—,tested, | 2026-06-16: SBOM (cyclonedx-2026-06-16.json) + pip-audit (pip-audit-2026-06-16.json) + dependency-review-2026-06-16.md capture the vuln-management process on the rebuilt tree.
ISO27001_A.5.22,ISO/IEC 27001:2022,"5.22   Monitoring, review and change Control
  management of supplier services
  The organization shall regularly monitor, review, evaluate and manage
  change in supplier information security practices and service delivery.",ISO 27001-2022.pdf,,,Quarterly Hermes CHANGELOG review,evidence/audit/upstream-review-*.md,—,not_implemented,
ISO27001_A.5.23,ISO/IEC 27001:2022,"5.23   Information security for use of Control
  cloud services
  Processes for acquisition, use, management and exit from cloud services
  shall be established in accordance with the organization’s information
  security requirements.",ISO 27001-2022.pdf,,,Operator runbook (model-endpoint posture),docs/operate/model-endpoints.md,—,evidence_captured, | 2026-06-16: subscription-default posture documented in docs/operate/model-endpoint-posture.md; verified in auth.py (openai-codex oauth_external + anthropic CLAUDE_CODE_OAUTH_TOKEN) — API key is fallback.
ISO27001_A.5.31,ISO/IEC 27001:2022,"5.31      Legal, statutory, regulatory and Control
  contractual requirements
  Legal, statutory, regulatory and contractual requirements relevant to
  information security and the organization’s approach to meet these
  requirements shall be identified, documented and kept up to date.",ISO 27001-2022.pdf,,,GOVERNANCE_ONLY (Jerome as AIMS PM; Jack as authorizing reviewer),docs/governance/legal-mapping.md,—,not_implemented,
ISO27001_A.5.32,ISO/IEC 27001:2022,"5.32      Intellectual property rights        Control
  The organization shall implement appropriate procedures to protect
  intellectual property rights.",ISO 27001-2022.pdf,,,NOTICE + LICENSE (MIT compliance),NOTICE + LICENSE,—,evidence_captured, | 2026-06-16: artifact verified present on clean v2026.6.5 rebuild.
ISO27001_A.6.3,ISO/IEC 27001:2022,"6.3      Planning of changes

When the organization determines the need for changes to the information security management
system, the changes shall be carried out in a planned manner.

© ISO/IEC 2022 – All rights reserved                           ﻿                                                5
﻿

ISO/IEC 27001:2022(E)

7	​Support",ISO 27001-2022.pdf,,,docs/operate/* operator runbook,docs/operate/,—,not_implemented,
ISO27001_A.8.5,ISO/IEC 27001:2022,"8.5    Secure authentication             Control
  Secure authentication technologies and procedures shall be implemented
  based on information access restrictions and the topic-specific policy
  on access control.",ISO 27001-2022.pdf,,,lliam_gov/security/principal.py + gateway Bearer/HMAC,evidence/audit/principal-binding-test.txt,SP 800-171 §3.1.1 / §3.1.2,evidence_captured,"AI-218 authenticated principal binding. Test: tests/lliam_gov/test_principal.py. Flipped in LG-5.2 crosswalk (AI-226) with committed code+test+evidence. | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.6,ISO/IEC 27001:2022,"8.6    Capacity management               Control
  The use of resources shall be monitored and adjusted in line with current
  and expected capacity requirements.",ISO 27001-2022.pdf,,,lliam_gov/security/audit_logger.py monthly rotation + capacity check,evidence/audit/capacity-checks-*.md,—,not_implemented,
ISO27001_A.8.8,ISO/IEC 27001:2022,"8.8    Management of technical vul- Control
  nerabilities
  Information about technical vulnerabilities of information systems in
  use shall be obtained, the organization’s exposure to such vulnerabilities
  shall be evaluated and appropriate measures shall be taken.",ISO 27001-2022.pdf,,,evidence/sbom/ + hermes_cli/security_advisories.py,evidence/audit/sca-review-*.md,SP 800-171 §3.14.2,evidence_captured, | 2026-06-16: SBOM (cyclonedx-2026-06-16.json) + pip-audit (pip-audit-2026-06-16.json) + dependency-review-2026-06-16.md capture the vuln-management process on the rebuilt tree.
ISO27001_A.8.10,ISO/IEC 27001:2022,"8.10   Information deletion              Control
  Information stored in information systems, devices or in any other
  storage media shall be deleted when no longer required.",ISO 27001-2022.pdf,,,lliam_gov/security/cui.py on-delete sanitization,evidence/audit/cui-custody-test.txt,—,evidence_captured,"AI-223 CUI on-delete sanitization (best-effort + audited). Test: tests/lliam_gov/test_cui.py. Flipped in LG-5.2 crosswalk (AI-226) with committed code+test+evidence. | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.11,ISO/IEC 27001:2022,"8.11   Data masking                      Control
  Data masking shall be used in accordance with the organization’s
  topic-specific policy on access control and other related topic-specific
  policies, and business requirements, taking applicable legislation into
  consideration.",ISO 27001-2022.pdf,,,lliam_gov/security/audit_logger.py params_hash pattern,evidence/phase3/smoke-20260610T004426Z/08-params-masking-test.txt,—,evidence_captured," | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.12,ISO/IEC 27001:2022,"8.12   Data leakage prevention           Control
  Data leakage prevention measures shall be applied to systems, net-
  works and any other devices that process, store or transmit sensitive
  information.",ISO 27001-2022.pdf,,,lliam_gov/security/egress.py allowlist + lliam_gov/security/cui.py marking,evidence/audit/egress-policy-test.txt,—,evidence_captured,"AI-220 egress allowlist (DLP-style outbound control). Test: tests/lliam_gov/test_egress.py. Flipped in LG-5.2 crosswalk (AI-226) with committed code+test+evidence. | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.15,ISO/IEC 27001:2022,"8.15   Logging                           Control
  Logs that record activities, exceptions, faults and other relevant events
  shall be produced, stored, protected and analysed.",ISO 27001-2022.pdf,,,lliam_gov/security/audit_logger.py,evidence/phase3/smoke-20260610T004426Z/04-audit-end.txt,SP 800-171 §3.3.1 / §3.3.2 / §3.3.8,evidence_captured," | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.16,ISO/IEC 27001:2022,"8.16   Monitoring activities             Control
  Networks, systems and applications shall be monitored for anomalous
  behaviour and appropriate actions taken to evaluate potential infor-
  mation security incidents.",ISO 27001-2022.pdf,,,lliam_gov/security/audit_logger.py review cadence,evidence/audit/audit-log-review-*.md,SP 800-171 §3.3.4,not_implemented,
ISO27001_A.8.20,ISO/IEC 27001:2022,"8.20      Networks security                   Control
  Networks and network devices shall be secured, managed and controlled
  to protect information in systems and applications.",ISO 27001-2022.pdf,,,"lliam_gov/security/egress.py + gateway/platforms/{slack,email,telegram}.py (other adapters deleted)",evidence/audit/boundary-controls.txt,SP 800-171 §3.13.1,evidence_captured, | 2026-06-16: artifact verified present on clean v2026.6.5 rebuild.
ISO27001_A.8.21,ISO/IEC 27001:2022,"8.21      Security of network services        Control
  Security mechanisms, service levels and service requirements of network
  services shall be identified, implemented and monitored.",ISO 27001-2022.pdf,,,"lliam_gov/security/egress.py (TLS 1.2+, verify=True)",evidence/audit/egress-policy-test.txt,—,evidence_captured,"AI-220 network-service TLS posture. Test: tests/lliam_gov/test_egress.py. Flipped in LG-5.2 crosswalk (AI-226) with committed code+test+evidence. | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.22,ISO/IEC 27001:2022,"8.22      Segregation of networks             Control
  Groups of information services, users and information systems shall
  be segregated in the organization’s networks.",ISO 27001-2022.pdf,,,hermes_cli/web_server.py + hermes_cli/main.py (loopback-only),evidence/audit/dashboard-bind-test.txt,—,tested," | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.23,ISO/IEC 27001:2022,"8.23      Web filtering                       Control
  Access to external websites shall be managed to reduce exposure to
  malicious content.",ISO 27001-2022.pdf,,,lliam_gov/security/egress.py allowlist,evidence/audit/egress-policy-test.txt,—,evidence_captured,"AI-220 egress allowlist (web/destination filtering). Test: tests/lliam_gov/test_egress.py. Flipped in LG-5.2 crosswalk (AI-226) with committed code+test+evidence. | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.24,ISO/IEC 27001:2022,"8.24      Use of cryptography                 Control
  Rules for the effective use of cryptography, including cryptographic key
  management, shall be defined and implemented.",ISO 27001-2022.pdf,,,lliam_gov/security/key_manager.py + lliam_gov/security/runtime_guard.py FIPS gate,evidence/phase3/smoke-20260610T004426Z/06-managed-state-end.txt,SP 800-171 §3.13.11 / §3.13.16; ISO 42001 A.4.3,evidence_captured," | RE-VERIFIED 2026-06-16 on clean Hermes v2026.6.5 (3c231eb) rebuild: overlay re-wired, tests/lliam_gov green as operator, phase5 chaos (fail-closed) + pentest (bypass-refused) captured."
ISO27001_A.8.28,ISO/IEC 27001:2022,"8.28      Secure coding                       Control
  Secure coding principles shall be applied to software development.",ISO 27001-2022.pdf,,,Hermes upstream practice + PR review,(upstream CONTRIBUTING.md + repo PR review),—,not_implemented,
ISO27001_A.8.30,ISO/IEC 27001:2022,"8.30      Outsourced development              Control
  The organization shall direct, monitor and review the activities related
  to outsourced system development.",ISO 27001-2022.pdf,,,Hermes upstream lineage,NOTICE,—,evidence_captured, | 2026-06-16: artifact verified present on clean v2026.6.5 rebuild.
